customer_id,numOfOrders,firstValue,lastValue,drift,promoDependence
971,17,0,0,0,Stable
972,6,0,0,0,Stable
976,3,0,0,0,Stable
980,6,0,0,0,Stable
982,8,0,0,0,Stable
903,12,0,0,0,Stable
896,5,0,0,0,Stable
897,3,0,0,0,Stable
889,7,0,0,0,Stable
890,5,0,0,0,Stable
893,8,0,0,0,Stable
894,5,0,0,0,Stable
886,7,0,0,0,Stable
917,4,0,0,0,Stable
919,3,0,0,0,Stable
928,3,0,0,0,Stable
929,3,0,0,0,Stable
930,7,0,0,0,Stable
931,4,0,0,0,Stable
907,6,0,0,0,Stable
910,6,0,0,0,Stable
911,8,0,0,0,Stable
914,4,0,0,0,Stable
472,4,1,0.75,-0.25,Decreasingly Promo Dependent
302,3,1,0.67,-0.33,Decreasingly Promo Dependent
1013,5,1,0.6,-0.4,Decreasingly Promo Dependent
312,4,1,0.5,-0.5,Decreasingly Promo Dependent
608,4,1,0.5,-0.5,Decreasingly Promo Dependent
562,6,1,0.5,-0.5,Decreasingly Promo Dependent
641,9,1,0.44,-0.56,Decreasingly Promo Dependent
478,10,1,0.4,-0.6,Decreasingly Promo Dependent
422,5,1,0.4,-0.6,Decreasingly Promo Dependent
1044,5,1,0.4,-0.6,Decreasingly Promo Dependent
163,8,1,0.38,-0.62,Decreasingly Promo Dependent
218,3,1,0.33,-0.67,Decreasingly Promo Dependent
396,3,1,0.33,-0.67,Decreasingly Promo Dependent
398,6,1,0.33,-0.67,Decreasingly Promo Dependent
278,3,1,0.33,-0.67,Decreasingly Promo Dependent
314,3,1,0.33,-0.67,Decreasingly Promo Dependent
327,9,1,0.33,-0.67,Decreasingly Promo Dependent
311,6,1,0.33,-0.67,Decreasingly Promo Dependent
473,6,1,0.33,-0.67,Decreasingly Promo Dependent
563,3,1,0.33,-0.67,Decreasingly Promo Dependent
559,3,1,0.33,-0.67,Decreasingly Promo Dependent
799,3,1,0.33,-0.67,Decreasingly Promo Dependent
697,12,1,0.33,-0.67,Decreasingly Promo Dependent
778,3,1,0.33,-0.67,Decreasingly Promo Dependent
734,6,1,0.33,-0.67,Decreasingly Promo Dependent
1038,3,1,0.33,-0.67,Decreasingly Promo Dependent
1052,3,1,0.33,-0.67,Decreasingly Promo Dependent
1061,6,1,0.33,-0.67,Decreasingly Promo Dependent
942,3,1,0.33,-0.67,Decreasingly Promo Dependent
975,6,1,0.33,-0.67,Decreasingly Promo Dependent
932,3,1,0.33,-0.67,Decreasingly Promo Dependent
887,6,1,0.33,-0.67,Decreasingly Promo Dependent
973,3,1,0.33,-0.67,Decreasingly Promo Dependent
958,3,1,0.33,-0.67,Decreasingly Promo Dependent
1156,6,1,0.33,-0.67,Decreasingly Promo Dependent
1082,6,1,0.33,-0.67,Decreasingly Promo Dependent
1078,3,1,0.33,-0.67,Decreasingly Promo Dependent
1159,7,1,0.29,-0.71,Decreasingly Promo Dependent
939,7,1,0.29,-0.71,Decreasingly Promo Dependent
545,7,1,0.29,-0.71,Decreasingly Promo Dependent
247,11,1,0.27,-0.73,Decreasingly Promo Dependent
944,11,1,0.27,-0.73,Decreasingly Promo Dependent
888,11,1,0.27,-0.73,Decreasingly Promo Dependent
983,4,1,0.25,-0.75,Decreasingly Promo Dependent
991,8,1,0.25,-0.75,Decreasingly Promo Dependent
1001,4,1,0.25,-0.75,Decreasingly Promo Dependent
1144,4,1,0.25,-0.75,Decreasingly Promo Dependent
1107,4,1,0.25,-0.75,Decreasingly Promo Dependent
1101,4,1,0.25,-0.75,Decreasingly Promo Dependent
272,4,1,0.25,-0.75,Decreasingly Promo Dependent
35,4,1,0.25,-0.75,Decreasingly Promo Dependent
531,4,1,0.25,-0.75,Decreasingly Promo Dependent
595,4,1,0.25,-0.75,Decreasingly Promo Dependent
643,4,1,0.25,-0.75,Decreasingly Promo Dependent
670,4,1,0.25,-0.75,Decreasingly Promo Dependent
772,4,1,0.25,-0.75,Decreasingly Promo Dependent
836,16,1,0.25,-0.75,Decreasingly Promo Dependent
845,4,1,0.25,-0.75,Decreasingly Promo Dependent
847,9,1,0.22,-0.78,Decreasingly Promo Dependent
331,9,1,0.22,-0.78,Decreasingly Promo Dependent
1074,14,1,0.21,-0.79,Decreasingly Promo Dependent
1011,5,1,0.2,-0.8,Decreasingly Promo Dependent
921,10,1,0.2,-0.8,Decreasingly Promo Dependent
905,10,1,0.2,-0.8,Decreasingly Promo Dependent
401,10,1,0.2,-0.8,Decreasingly Promo Dependent
181,5,1,0.2,-0.8,Decreasingly Promo Dependent
184,5,1,0.2,-0.8,Decreasingly Promo Dependent
838,5,1,0.2,-0.8,Decreasingly Promo Dependent
775,5,1,0.2,-0.8,Decreasingly Promo Dependent
683,16,1,0.19,-0.81,Decreasingly Promo Dependent
130,16,1,0.19,-0.81,Decreasingly Promo Dependent
394,16,1,0.19,-0.81,Decreasingly Promo Dependent
98,11,1,0.18,-0.82,Decreasingly Promo Dependent
109,17,1,0.18,-0.82,Decreasingly Promo Dependent
111,6,1,0.17,-0.83,Decreasingly Promo Dependent
80,6,1,0.17,-0.83,Decreasingly Promo Dependent
82,6,1,0.17,-0.83,Decreasingly Promo Dependent
83,6,1,0.17,-0.83,Decreasingly Promo Dependent
363,18,1,0.17,-0.83,Decreasingly Promo Dependent
266,12,1,0.17,-0.83,Decreasingly Promo Dependent
804,12,1,0.17,-0.83,Decreasingly Promo Dependent
662,6,1,0.17,-0.83,Decreasingly Promo Dependent
481,6,1,0.17,-0.83,Decreasingly Promo Dependent
1030,6,1,0.17,-0.83,Decreasingly Promo Dependent
1140,6,1,0.17,-0.83,Decreasingly Promo Dependent
948,7,1,0.14,-0.86,Decreasingly Promo Dependent
499,7,1,0.14,-0.86,Decreasingly Promo Dependent
884,7,1,0.14,-0.86,Decreasingly Promo Dependent
703,7,1,0.14,-0.86,Decreasingly Promo Dependent
719,28,1,0.14,-0.86,Decreasingly Promo Dependent
260,7,1,0.14,-0.86,Decreasingly Promo Dependent
292,7,1,0.14,-0.86,Decreasingly Promo Dependent
2,7,1,0.14,-0.86,Decreasingly Promo Dependent
153,7,1,0.14,-0.86,Decreasingly Promo Dependent
257,16,1,0.13,-0.87,Decreasingly Promo Dependent
375,16,1,0.13,-0.87,Decreasingly Promo Dependent
434,8,1,0.13,-0.87,Decreasingly Promo Dependent
867,15,1,0.13,-0.87,Decreasingly Promo Dependent
533,8,1,0.13,-0.87,Decreasingly Promo Dependent
1065,16,1,0.13,-0.87,Decreasingly Promo Dependent
1049,9,1,0.11,-0.89,Decreasingly Promo Dependent
1086,9,1,0.11,-0.89,Decreasingly Promo Dependent
758,9,1,0.11,-0.89,Decreasingly Promo Dependent
359,9,1,0.11,-0.89,Decreasingly Promo Dependent
275,18,1,0.11,-0.89,Decreasingly Promo Dependent
249,9,1,0.11,-0.89,Decreasingly Promo Dependent
288,18,1,0.11,-0.89,Decreasingly Promo Dependent
133,10,1,0.1,-0.9,Decreasingly Promo Dependent
1103,10,1,0.1,-0.9,Decreasingly Promo Dependent
1043,10,1,0.1,-0.9,Decreasingly Promo Dependent
1037,10,1,0.1,-0.9,Decreasingly Promo Dependent
796,11,1,0.09,-0.91,Decreasingly Promo Dependent
1005,17,1,0.06,-0.94,Decreasingly Promo Dependent
