customer_id,customer_tier,acquisition_channel,promo_order_pct,buyer_segment,order_count,promo_order_count,total_gross,total_net,total_disc_received
1073,Silver,Organic,11.1,Full-Price,9,1,2514.99,2451.98,63.01
749,Bronze,Referral,11.1,Full-Price,9,1,2310.95,2271.73,39.22
758,Silver,Paid,11.1,Full-Price,9,1,2521.53,2445.68,75.85
727,Silver,Paid,11.1,Full-Price,9,1,4289.33,4239.93,49.4
729,Silver,Organic,11.1,Full-Price,9,1,2929.64,2818.85,110.79
829,Silver,Paid,11.1,Full-Price,9,1,3849.88,3782.67,67.21
781,Bronze,Referral,11.1,Full-Price,9,1,1350.51,1344.47,6.04
848,Bronze,Organic,11.1,Full-Price,9,1,1410.34,1376.93,33.41
865,Silver,Referral,11.1,Full-Price,9,1,4020.69,3996.61,24.08
24,Gold,Organic,10.3,Full-Price,29,3,11228.14,10999.48,228.66
56,Bronze,Paid,10,Full-Price,10,1,2198.5,2163.34,35.16
121,Bronze,Referral,10,Full-Price,10,1,2296.73,2282.56,14.17
133,Silver,Organic,10,Full-Price,10,1,2985.53,2970.39,15.14
296,Gold,Organic,10,Full-Price,20,2,5314.95,5262.36,52.59
305,Silver,Paid,10,Full-Price,10,1,3526.7,3407.49,119.21
170,Silver,Paid,10,Full-Price,10,1,3739.02,3682.69,56.33
604,Gold,Organic,10,Full-Price,20,2,6942.19,6915.08,27.11
418,Bronze,Organic,10,Full-Price,10,1,2064.46,2013.18,51.28
325,Silver,Organic,10,Full-Price,10,1,2828.02,2819.21,8.81
892,Bronze,Organic,10,Full-Price,10,1,2231.07,2155.44,75.63
908,Silver,Organic,10,Full-Price,10,1,2489.98,2478.77,11.21
751,Bronze,Paid,10,Full-Price,10,1,2356.79,2298.13,58.66
1103,Silver,Paid,10,Full-Price,10,1,2982.33,2909.11,73.22
1131,Gold,Paid,10,Full-Price,10,1,6395.68,6359.37,36.31
1151,Gold,Referral,10,Full-Price,20,2,5923.5,5814.09,109.41
1163,Bronze,Organic,10,Full-Price,10,1,2170.33,2155.72,14.61
955,Gold,Paid,10,Full-Price,20,2,6187.82,6086.1,101.72
953,Silver,Organic,10,Full-Price,10,1,3198.97,3131.57,67.4
1037,Bronze,Organic,10,Full-Price,10,1,1048.95,1018.39,30.56
990,Silver,Organic,10,Full-Price,10,1,3873.93,3860.33,13.6
1043,Silver,Organic,10,Full-Price,10,1,2897.91,2863.85,34.06
957,Silver,Paid,9.1,Full-Price,11,1,4089.99,4028.19,61.8
1160,Bronze,Referral,9.1,Full-Price,11,1,2315.14,2295.9,19.24
1121,Silver,Referral,9.1,Full-Price,11,1,3642.6,3638.03,4.57
1087,Bronze,Organic,9.1,Full-Price,11,1,1770.9,1761.34,9.56
796,Silver,Paid,9.1,Full-Price,11,1,3938.22,3907.7,30.52
342,Silver,Organic,9.1,Full-Price,11,1,3123.24,3082.31,40.93
399,Gold,Organic,9.1,Full-Price,11,1,4693.73,4617.67,76.06
386,Silver,Referral,9.1,Full-Price,11,1,3000.85,2973.91,26.94
573,Silver,Organic,9.1,Full-Price,11,1,2571.86,2540.22,31.64
537,Bronze,Organic,9.1,Full-Price,11,1,2017.5,1988.24,29.26
491,Silver,Organic,9.1,Full-Price,11,1,2813.8,2802.98,10.82
183,Bronze,Organic,9.1,Full-Price,11,1,1716.44,1710.98,5.46
230,Gold,Referral,9.1,Full-Price,11,1,4488.25,4335.76,152.49
137,Bronze,Paid,8.3,Full-Price,12,1,1949.03,1928.79,20.24
115,Silver,Organic,8.3,Full-Price,12,1,3018.62,3018.27,0.35
585,Silver,Paid,8.3,Full-Price,12,1,3609.04,3272.86,336.18
454,Gold,Referral,8.3,Full-Price,12,1,5858.05,5857.77,0.28
769,Silver,Organic,8.3,Full-Price,12,1,4318.83,4309.64,9.19
915,Silver,Organic,8.3,Full-Price,12,1,3592.32,3591.91,0.41
723,Silver,Organic,8.3,Full-Price,12,1,3269.61,3238.12,31.49
936,Bronze,Paid,8.3,Full-Price,12,1,1401.74,1392.92,8.82
904,Gold,Organic,8.3,Full-Price,12,1,5139.54,5035.92,103.62
906,Silver,Organic,7.7,Full-Price,13,1,2608.88,2592.18,16.7
1015,Bronze,Paid,7.7,Full-Price,13,1,1707.06,1682.14,24.92
1056,Silver,Paid,7.7,Full-Price,13,1,2775.42,2740.26,35.16
637,Silver,Organic,7.7,Full-Price,13,1,3645.38,3617.14,28.24
825,Silver,Organic,7.7,Full-Price,13,1,3916.15,3877.15,39
791,Gold,Paid,7.7,Full-Price,26,2,7217.12,7158.2,58.92
435,Silver,Organic,7.7,Full-Price,13,1,2647.57,2638.73,8.84
378,Silver,Referral,7.7,Full-Price,13,1,3775.67,3755.05,20.62
487,Silver,Paid,7.7,Full-Price,13,1,3250.63,3241.83,8.8
61,Gold,Organic,7.7,Full-Price,13,1,6081.22,6000.37,80.85
232,Silver,Paid,7.7,Full-Price,13,1,3732.83,3719.67,13.16
534,Gold,Referral,7.1,Full-Price,14,1,4454.33,4447.18,7.15
787,Silver,Referral,7.1,Full-Price,14,1,2638.77,2632.59,6.18
1023,Silver,Paid,7.1,Full-Price,14,1,3299.7,3203.77,95.93
1010,Gold,Referral,7.1,Full-Price,14,1,5487.56,5451.03,36.53
935,Gold,Organic,7.1,Full-Price,14,1,4431.32,4395.58,35.74
1004,Silver,Referral,6.7,Full-Price,15,1,2566.34,2521.16,45.18
901,Gold,Referral,6.7,Full-Price,15,1,5569.17,5567.75,1.42
681,Silver,Paid,6.7,Full-Price,15,1,4151.9,4117.65,34.25
76,Gold,Organic,6.7,Full-Price,15,1,5146.67,5026.89,119.78
103,Gold,Paid,6.7,Full-Price,15,1,5788.24,5672.16,116.08
224,Gold,Paid,6.3,Full-Price,16,1,5212.64,5148.09,64.55
276,Silver,Organic,6.3,Full-Price,16,1,3658.65,3656.08,2.57
457,Gold,Organic,6.3,Full-Price,16,1,6732.12,6701.79,30.33
738,Silver,Paid,6.3,Full-Price,16,1,3977.5,3972.3,5.2
1063,Silver,Paid,6.3,Full-Price,16,1,3753.41,3734.52,18.89
1095,Gold,Organic,6.3,Full-Price,16,1,7276.13,7202.32,73.81
1005,Gold,Referral,5.9,Full-Price,17,1,5587.35,5523.06,64.29
638,Gold,Organic,5.9,Full-Price,17,1,8665.39,8619.37,46.02
471,Gold,Organic,5.9,Full-Price,17,1,5061.79,5044.72,17.07
209,Silver,Organic,5.9,Full-Price,17,1,3644.71,3419.37,225.34
801,Gold,Paid,5,Full-Price,20,1,7784.23,7771.51,12.72
747,Gold,Referral,4.5,Full-Price,22,1,7064.15,7037.78,26.37
736,Gold,Paid,4.2,Full-Price,24,1,8215.94,8128.07,87.87
737,Bronze,Referral,0,Full-Price,5,0,1901.24,1901.24,0
735,Bronze,Paid,0,Full-Price,8,0,1908.05,1908.05,0
728,Silver,Organic,0,Full-Price,12,0,2880.85,2880.85,0
724,Silver,Referral,0,Full-Price,9,0,3431.23,3431.23,0
725,Bronze,Referral,0,Full-Price,1,0,455.79,455.79,0
726,Bronze,Organic,0,Full-Price,2,0,145.32,145.32,0
730,Bronze,Organic,0,Full-Price,2,0,678.05,678.05,0
731,Bronze,Referral,0,Full-Price,4,0,945.74,945.74,0
732,Bronze,Paid,0,Full-Price,6,0,1564.22,1564.22,0
720,Bronze,Paid,0,Full-Price,3,0,527.28,527.28,0
721,Silver,Referral,0,Full-Price,11,0,2940.73,2940.73,0
722,Bronze,Organic,0,Full-Price,2,0,161.67,161.67,0
704,Bronze,Paid,0,Full-Price,5,0,700.22,700.22,0
705,Bronze,Paid,0,Full-Price,1,0,574.33,574.33,0
706,Bronze,Organic,0,Full-Price,1,0,47.61,47.61,0
707,Bronze,Referral,0,Full-Price,5,0,2257.65,2257.65,0
709,Bronze,Paid,0,Full-Price,3,0,746.28,746.28,0
710,Bronze,Referral,0,Full-Price,4,0,1570.46,1570.46,0
711,Bronze,Paid,0,Full-Price,4,0,1178.18,1178.18,0
712,Bronze,Referral,0,Full-Price,3,0,750.92,750.92,0
713,Bronze,Organic,0,Full-Price,1,0,283.86,283.86,0
714,Bronze,Organic,0,Full-Price,2,0,1266.36,1266.36,0
715,Gold,Paid,0,Full-Price,11,0,5886.43,5886.43,0
716,Bronze,Paid,0,Full-Price,2,0,198.68,198.68,0
717,Bronze,Paid,0,Full-Price,1,0,34.63,34.63,0
718,Bronze,Paid,0,Full-Price,1,0,218.49,218.49,0
748,Bronze,Paid,0,Full-Price,5,0,1500.42,1500.42,0
739,Bronze,Paid,0,Full-Price,5,0,1643.46,1643.46,0
742,Bronze,Paid,0,Full-Price,6,0,1238.41,1238.41,0
743,Bronze,Paid,0,Full-Price,1,0,334.28,334.28,0
744,Bronze,Referral,0,Full-Price,3,0,601.31,601.31,0
745,Gold,Paid,0,Full-Price,17,0,4809.33,4809.33,0
746,Bronze,Referral,0,Full-Price,3,0,909.92,909.92,0
752,Bronze,Referral,0,Full-Price,2,0,316.57,316.57,0
753,Gold,Paid,0,Full-Price,16,0,6220.78,6220.78,0
755,Bronze,Referral,0,Full-Price,1,0,108.12,108.12,0
756,Silver,Paid,0,Full-Price,10,0,3885.76,3885.76,0
757,Bronze,Paid,0,Full-Price,1,0,115.7,115.7,0
759,Bronze,Paid,0,Full-Price,1,0,417.52,417.52,0
763,Bronze,Paid,0,Full-Price,7,0,1697.89,1697.89,0
764,Bronze,Paid,0,Full-Price,2,0,939.62,939.62,0
766,Bronze,Paid,0,Full-Price,2,0,1279.8,1279.8,0
767,Bronze,Referral,0,Full-Price,2,0,1066.29,1066.29,0
768,Bronze,Paid,0,Full-Price,2,0,1104.89,1104.89,0
773,Bronze,Paid,0,Full-Price,1,0,124.38,124.38,0
774,Bronze,Paid,0,Full-Price,1,0,35.05,35.05,0
639,Bronze,Organic,0,Full-Price,3,0,571.53,571.53,0
623,Bronze,Organic,0,Full-Price,1,0,34.06,34.06,0
624,Silver,Paid,0,Full-Price,2,0,3610.25,3610.25,0
618,Bronze,Referral,0,Full-Price,2,0,405.24,405.24,0
619,Bronze,Referral,0,Full-Price,1,0,217.19,217.19,0
621,Bronze,Organic,0,Full-Price,3,0,1740.33,1740.33,0
626,Bronze,Organic,0,Full-Price,6,0,1336.95,1336.95,0
627,Bronze,Paid,0,Full-Price,2,0,713.97,713.97,0
628,Bronze,Organic,0,Full-Price,4,0,779.21,779.21,0
629,Bronze,Paid,0,Full-Price,1,0,146.91,146.91,0
630,Silver,Referral,0,Full-Price,9,0,3080.69,3080.69,0
631,Bronze,Organic,0,Full-Price,1,0,67.4,67.4,0
632,Bronze,Organic,0,Full-Price,2,0,1028.07,1028.07,0
633,Bronze,Paid,0,Full-Price,7,0,1307.1,1307.1,0
634,Bronze,Organic,0,Full-Price,3,0,678.91,678.91,0
635,Silver,Paid,0,Full-Price,9,0,4309.39,4309.39,0
636,Bronze,Referral,0,Full-Price,1,0,21.45,21.45,0
648,Bronze,Organic,0,Full-Price,5,0,1500.79,1500.79,0
649,Bronze,Referral,0,Full-Price,2,0,264.94,264.94,0
650,Silver,Organic,0,Full-Price,12,0,3263.09,3263.09,0
651,Gold,Organic,0,Full-Price,11,0,5278.77,5278.77,0
642,Bronze,Referral,0,Full-Price,3,0,749.45,749.45,0
658,Bronze,Organic,0,Full-Price,4,0,1990.01,1990.01,0
659,Bronze,Paid,0,Full-Price,5,0,1283.05,1283.05,0
660,Silver,Organic,0,Full-Price,8,0,4016.72,4016.72,0
661,Silver,Paid,0,Full-Price,10,0,3095.01,3095.01,0
653,Gold,Organic,0,Full-Price,12,0,5528.1,5528.1,0
654,Bronze,Paid,0,Full-Price,4,0,1250.02,1250.02,0
655,Silver,Organic,0,Full-Price,5,0,2447.31,2447.31,0
656,Bronze,Organic,0,Full-Price,1,0,46.39,46.39,0
682,Silver,Referral,0,Full-Price,5,0,3980.49,3980.49,0
690,Silver,Organic,0,Full-Price,11,0,2618.86,2618.86,0
691,Bronze,Paid,0,Full-Price,5,0,1710.89,1710.89,0
685,Bronze,Organic,0,Full-Price,1,0,780.68,780.68,0
686,Bronze,Referral,0,Full-Price,2,0,659.36,659.36,0
687,Bronze,Referral,0,Full-Price,2,0,715.75,715.75,0
688,Bronze,Organic,0,Full-Price,1,0,22.36,22.36,0
699,Bronze,Referral,0,Full-Price,5,0,1447.55,1447.55,0
700,Bronze,Paid,0,Full-Price,5,0,2061.29,2061.29,0
701,Bronze,Organic,0,Full-Price,1,0,409.9,409.9,0
702,Bronze,Paid,0,Full-Price,5,0,1896.62,1896.62,0
693,Bronze,Paid,0,Full-Price,2,0,402.19,402.19,0
694,Bronze,Referral,0,Full-Price,7,0,1942.4,1942.4,0
695,Bronze,Referral,0,Full-Price,1,0,204.03,204.03,0
696,Bronze,Referral,0,Full-Price,1,0,590.03,590.03,0
664,Bronze,Paid,0,Full-Price,4,0,917.37,917.37,0
665,Silver,Referral,0,Full-Price,14,0,4109,4109,0
668,Gold,Paid,0,Full-Price,9,0,6554.17,6554.17,0
669,Bronze,Organic,0,Full-Price,5,0,1851.93,1851.93,0
671,Bronze,Paid,0,Full-Price,1,0,37.52,37.52,0
672,Bronze,Paid,0,Full-Price,7,0,2186.54,2186.54,0
673,Bronze,Paid,0,Full-Price,7,0,2284.47,2284.47,0
674,Bronze,Paid,0,Full-Price,3,0,483.47,483.47,0
675,Bronze,Organic,0,Full-Price,7,0,1305.14,1305.14,0
676,Bronze,Referral,0,Full-Price,6,0,1525.09,1525.09,0
677,Silver,Referral,0,Full-Price,12,0,2954.24,2954.24,0
678,Bronze,Organic,0,Full-Price,1,0,103.85,103.85,0
679,Bronze,Organic,0,Full-Price,6,0,1794.47,1794.47,0
826,Bronze,Paid,0,Full-Price,1,0,386.12,386.12,0
827,Silver,Paid,0,Full-Price,13,0,3554.33,3554.33,0
805,Bronze,Paid,0,Full-Price,2,0,1562.04,1562.04,0
806,Bronze,Organic,0,Full-Price,2,0,400.47,400.47,0
807,Silver,Organic,0,Full-Price,12,0,4205.81,4205.81,0
795,Bronze,Paid,0,Full-Price,6,0,1605.81,1605.81,0
798,Bronze,Organic,0,Full-Price,2,0,1271.5,1271.5,0
800,Bronze,Referral,0,Full-Price,1,0,491.69,491.69,0
830,Bronze,Paid,0,Full-Price,5,0,2292.69,2292.69,0
831,Bronze,Paid,0,Full-Price,1,0,635.89,635.89,0
832,Bronze,Organic,0,Full-Price,5,0,2047.41,2047.41,0
833,Bronze,Referral,0,Full-Price,2,0,503.49,503.49,0
834,Bronze,Paid,0,Full-Price,3,0,1023.78,1023.78,0
835,Bronze,Organic,0,Full-Price,3,0,952.91,952.91,0
843,Silver,Paid,0,Full-Price,11,0,3758.37,3758.37,0
839,Bronze,Organic,0,Full-Price,2,0,874.81,874.81,0
840,Bronze,Organic,0,Full-Price,2,0,259.86,259.86,0
837,Bronze,Organic,0,Full-Price,2,0,555.26,555.26,0
790,Bronze,Paid,0,Full-Price,9,0,1643.55,1643.55,0
786,Bronze,Paid,0,Full-Price,1,0,545.7,545.7,0
780,Silver,Paid,0,Full-Price,14,0,3285.51,3285.51,0
776,Silver,Paid,0,Full-Price,7,0,2468.53,2468.53,0
777,Bronze,Referral,0,Full-Price,1,0,479.62,479.62,0
782,Bronze,Organic,0,Full-Price,6,0,1616.02,1616.02,0
783,Bronze,Referral,0,Full-Price,4,0,1520.64,1520.64,0
784,Bronze,Referral,0,Full-Price,1,0,210.54,210.54,0
810,Bronze,Organic,0,Full-Price,4,0,1562.74,1562.74,0
811,Bronze,Paid,0,Full-Price,4,0,1463.78,1463.78,0
812,Bronze,Referral,0,Full-Price,5,0,1219.53,1219.53,0
813,Silver,Paid,0,Full-Price,16,0,4303.76,4303.76,0
814,Bronze,Referral,0,Full-Price,1,0,72.84,72.84,0
815,Bronze,Organic,0,Full-Price,1,0,236.93,236.93,0
816,Bronze,Referral,0,Full-Price,1,0,121.3,121.3,0
817,Silver,Organic,0,Full-Price,7,0,2731.79,2731.79,0
818,Bronze,Organic,0,Full-Price,6,0,1866,1866,0
819,Bronze,Referral,0,Full-Price,2,0,1323.8,1323.8,0
820,Gold,Referral,0,Full-Price,13,0,4943.42,4943.42,0
821,Bronze,Organic,0,Full-Price,1,0,328.85,328.85,0
822,Bronze,Organic,0,Full-Price,8,0,1432.32,1432.32,0
823,Bronze,Referral,0,Full-Price,9,0,2147.91,2147.91,0
824,Bronze,Paid,0,Full-Price,2,0,278.03,278.03,0
896,Bronze,Referral,0,Full-Price,5,0,1628.94,1628.94,0
897,Bronze,Paid,0,Full-Price,3,0,449.65,449.65,0
903,Gold,Organic,0,Full-Price,12,0,5173.7,5173.7,0
916,Bronze,Paid,0,Full-Price,1,0,261.19,261.19,0
917,Bronze,Paid,0,Full-Price,4,0,1325.6,1325.6,0
918,Bronze,Paid,0,Full-Price,1,0,31.82,31.82,0
919,Bronze,Paid,0,Full-Price,3,0,464.03,464.03,0
909,Bronze,Paid,0,Full-Price,2,0,256.68,256.68,0
910,Silver,Paid,0,Full-Price,6,0,2586.89,2586.89,0
911,Silver,Paid,0,Full-Price,8,0,2323.94,2323.94,0
912,Bronze,Organic,0,Full-Price,1,0,49.81,49.81,0
913,Bronze,Paid,0,Full-Price,2,0,427.1,427.1,0
914,Bronze,Paid,0,Full-Price,4,0,941.54,941.54,0
893,Bronze,Paid,0,Full-Price,8,0,1890.91,1890.91,0
894,Bronze,Organic,0,Full-Price,5,0,1553.31,1553.31,0
889,Bronze,Paid,0,Full-Price,7,0,2006.07,2006.07,0
890,Bronze,Organic,0,Full-Price,5,0,1706.41,1706.41,0
886,Silver,Paid,0,Full-Price,7,0,3264.33,3264.33,0
882,Bronze,Organic,0,Full-Price,6,0,885.2,885.2,0
883,Bronze,Referral,0,Full-Price,7,0,1300.3,1300.3,0
880,Bronze,Referral,0,Full-Price,3,0,1110.85,1110.85,0
866,Bronze,Paid,0,Full-Price,1,0,99.18,99.18,0
855,Bronze,Referral,0,Full-Price,3,0,805.73,805.73,0
856,Bronze,Organic,0,Full-Price,2,0,988.98,988.98,0
868,Silver,Organic,0,Full-Price,9,0,2459.73,2459.73,0
869,Bronze,Paid,0,Full-Price,1,0,114.04,114.04,0
870,Bronze,Paid,0,Full-Price,2,0,268.11,268.11,0
873,Gold,Referral,0,Full-Price,11,0,4660.79,4660.79,0
874,Bronze,Paid,0,Full-Price,1,0,64.64,64.64,0
875,Bronze,Organic,0,Full-Price,10,0,2235.56,2235.56,0
876,Bronze,Referral,0,Full-Price,4,0,465.81,465.81,0
877,Bronze,Organic,0,Full-Price,3,0,1282.62,1282.62,0
878,Bronze,Paid,0,Full-Price,5,0,1476.32,1476.32,0
846,Bronze,Organic,0,Full-Price,1,0,76.82,76.82,0
850,Silver,Paid,0,Full-Price,14,0,3382.9,3382.9,0
851,Bronze,Referral,0,Full-Price,4,0,1585.68,1585.68,0
853,Bronze,Organic,0,Full-Price,1,0,148.5,148.5,0
858,Bronze,Paid,0,Full-Price,2,0,990.27,990.27,0
859,Bronze,Organic,0,Full-Price,7,0,1271.05,1271.05,0
860,Bronze,Referral,0,Full-Price,11,0,2275.27,2275.27,0
861,Bronze,Referral,0,Full-Price,1,0,137.7,137.7,0
862,Bronze,Paid,0,Full-Price,1,0,266.33,266.33,0
863,Bronze,Paid,0,Full-Price,2,0,361.46,361.46,0
864,Bronze,Organic,0,Full-Price,4,0,1375.57,1375.57,0
1002,Bronze,Organic,0,Full-Price,2,0,182.06,182.06,0
1003,Bronze,Organic,0,Full-Price,5,0,757.32,757.32,0
998,Gold,Referral,0,Full-Price,23,0,10294.96,10294.96,0
999,Bronze,Paid,0,Full-Price,2,0,331.78,331.78,0
1009,Bronze,Paid,0,Full-Price,4,0,789.12,789.12,0
1024,Bronze,Organic,0,Full-Price,4,0,871.29,871.29,0
1025,Bronze,Referral,0,Full-Price,4,0,1084.71,1084.71,0
1026,Bronze,Paid,0,Full-Price,4,0,1212.82,1212.82,0
1027,Bronze,Paid,0,Full-Price,2,0,779.41,779.41,0
1028,Bronze,Paid,0,Full-Price,1,0,333.4,333.4,0
1029,Bronze,Referral,0,Full-Price,3,0,1397.81,1397.81,0
1017,Bronze,Paid,0,Full-Price,5,0,1388.08,1388.08,0
1018,Bronze,Organic,0,Full-Price,5,0,796.96,796.96,0
1019,Bronze,Paid,0,Full-Price,1,0,340.14,340.14,0
1020,Bronze,Referral,0,Full-Price,1,0,138.61,138.61,0
1021,Bronze,Referral,0,Full-Price,1,0,210.85,210.85,0
1022,Bronze,Paid,0,Full-Price,4,0,2139.8,2139.8,0
1031,Bronze,Referral,0,Full-Price,6,0,2105.11,2105.11,0
1032,Bronze,Referral,0,Full-Price,5,0,1216.6,1216.6,0
1033,Bronze,Referral,0,Full-Price,3,0,794.99,794.99,0
1034,Bronze,Organic,0,Full-Price,1,0,67.37,67.37,0
1035,Bronze,Paid,0,Full-Price,3,0,1407.6,1407.6,0
1064,Bronze,Organic,0,Full-Price,7,0,1638.14,1638.14,0
1066,Silver,Organic,0,Full-Price,9,0,3968.69,3968.69,0
1060,Bronze,Organic,0,Full-Price,1,0,149.08,149.08,0
1068,Bronze,Paid,0,Full-Price,5,0,1684.28,1684.28,0
1069,Silver,Paid,0,Full-Price,13,0,3063.21,3063.21,0
1070,Bronze,Organic,0,Full-Price,1,0,175.37,175.37,0
1071,Bronze,Paid,0,Full-Price,2,0,201.87,201.87,0
1076,Bronze,Organic,0,Full-Price,5,0,1736.89,1736.89,0
1077,Silver,Organic,0,Full-Price,10,0,2837.07,2837.07,0
1057,Bronze,Paid,0,Full-Price,3,0,759.54,759.54,0
1058,Bronze,Referral,0,Full-Price,4,0,1047.68,1047.68,0
1050,Silver,Organic,0,Full-Price,7,0,3007.15,3007.15,0
1053,Bronze,Paid,0,Full-Price,1,0,375.16,375.16,0
1046,Bronze,Organic,0,Full-Price,1,0,182.62,182.62,0
1039,Bronze,Paid,0,Full-Price,2,0,1014.85,1014.85,0
1040,Silver,Paid,0,Full-Price,3,0,2474.65,2474.65,0
1042,Bronze,Organic,0,Full-Price,1,0,166.08,166.08,0
933,Bronze,Organic,0,Full-Price,1,0,272.38,272.38,0
934,Gold,Organic,0,Full-Price,14,0,4798.34,4798.34,0
928,Bronze,Paid,0,Full-Price,3,0,733.14,733.14,0
929,Bronze,Organic,0,Full-Price,3,0,2275.47,2275.47,0
930,Silver,Referral,0,Full-Price,7,0,2459.05,2459.05,0
931,Bronze,Referral,0,Full-Price,4,0,1268.63,1268.63,0
907,Silver,Organic,0,Full-Price,6,0,3160.9,3160.9,0
923,Bronze,Paid,0,Full-Price,1,0,32.51,32.51,0
925,Silver,Referral,0,Full-Price,8,0,2583.6,2583.6,0
926,Bronze,Paid,0,Full-Price,3,0,968.19,968.19,0
937,Bronze,Organic,0,Full-Price,2,0,493.85,493.85,0
940,Bronze,Paid,0,Full-Price,1,0,6.07,6.07,0
941,Bronze,Referral,0,Full-Price,1,0,61.73,61.73,0
954,Bronze,Referral,0,Full-Price,4,0,1189.64,1189.64,0
947,Silver,Paid,0,Full-Price,7,0,2567.18,2567.18,0
949,Bronze,Referral,0,Full-Price,4,0,908.73,908.73,0
950,Silver,Organic,0,Full-Price,15,0,4081.19,4081.19,0
951,Bronze,Referral,0,Full-Price,1,0,60.33,60.33,0
956,Gold,Organic,0,Full-Price,12,0,5735.47,5735.47,0
959,Bronze,Organic,0,Full-Price,1,0,391.91,391.91,0
961,Bronze,Organic,0,Full-Price,1,0,154.33,154.33,0
962,Silver,Paid,0,Full-Price,4,0,2744.84,2744.84,0
963,Bronze,Paid,0,Full-Price,6,0,1526.03,1526.03,0
964,Bronze,Organic,0,Full-Price,1,0,181.2,181.2,0
965,Gold,Paid,0,Full-Price,13,0,4975.31,4975.31,0
976,Bronze,Organic,0,Full-Price,3,0,1596.04,1596.04,0
977,Bronze,Referral,0,Full-Price,1,0,268.84,268.84,0
978,Bronze,Paid,0,Full-Price,1,0,189.73,189.73,0
979,Bronze,Organic,0,Full-Price,2,0,635.51,635.51,0
980,Bronze,Organic,0,Full-Price,6,0,965.9,965.9,0
981,Bronze,Paid,0,Full-Price,1,0,216.63,216.63,0
982,Bronze,Paid,0,Full-Price,8,0,2006.02,2006.02,0
987,Bronze,Organic,0,Full-Price,2,0,288.19,288.19,0
988,Bronze,Paid,0,Full-Price,1,0,29.93,29.93,0
989,Bronze,Paid,0,Full-Price,1,0,491.4,491.4,0
992,Bronze,Paid,0,Full-Price,9,0,1727.26,1727.26,0
993,Bronze,Organic,0,Full-Price,2,0,265.12,265.12,0
994,Bronze,Paid,0,Full-Price,1,0,111.32,111.32,0
995,Bronze,Organic,0,Full-Price,3,0,1386.19,1386.19,0
996,Bronze,Organic,0,Full-Price,3,0,1614.27,1614.27,0
967,Bronze,Organic,0,Full-Price,2,0,242.46,242.46,0
968,Silver,Organic,0,Full-Price,7,0,2627.88,2627.88,0
969,Bronze,Organic,0,Full-Price,1,0,721.19,721.19,0
970,Bronze,Paid,0,Full-Price,4,0,854.62,854.62,0
971,Gold,Organic,0,Full-Price,17,0,5653.16,5653.16,0
972,Bronze,Referral,0,Full-Price,6,0,1201.18,1201.18,0
984,Bronze,Referral,0,Full-Price,1,0,73.91,73.91,0
985,Bronze,Paid,0,Full-Price,4,0,1130.55,1130.55,0
974,Silver,Referral,0,Full-Price,13,0,2709.5,2709.5,0
1096,Bronze,Organic,0,Full-Price,3,0,869.1,869.1,0
1097,Silver,Referral,0,Full-Price,6,0,2539,2539,0
1098,Bronze,Paid,0,Full-Price,4,0,947.77,947.77,0
1099,Bronze,Referral,0,Full-Price,1,0,38.77,38.77,0
1100,Bronze,Organic,0,Full-Price,1,0,40.03,40.03,0
1090,Bronze,Paid,0,Full-Price,3,0,2120.01,2120.01,0
1091,Bronze,Organic,0,Full-Price,1,0,24.32,24.32,0
1092,Bronze,Paid,0,Full-Price,6,0,1057.38,1057.38,0
1093,Bronze,Organic,0,Full-Price,2,0,215.75,215.75,0
1094,Bronze,Organic,0,Full-Price,4,0,873.03,873.03,0
1079,Bronze,Paid,0,Full-Price,6,0,900.92,900.92,0
1080,Bronze,Organic,0,Full-Price,5,0,1099.48,1099.48,0
1083,Silver,Organic,0,Full-Price,4,0,3214.27,3214.27,0
1084,Bronze,Organic,0,Full-Price,5,0,1549.29,1549.29,0
1085,Silver,Organic,0,Full-Price,5,0,2427.82,2427.82,0
1088,Bronze,Referral,0,Full-Price,3,0,718.48,718.48,0
1102,Gold,Paid,0,Full-Price,11,0,5164.93,5164.93,0
1105,Bronze,Paid,0,Full-Price,5,0,1686.21,1686.21,0
1106,Bronze,Paid,0,Full-Price,1,0,90.87,90.87,0
1110,Silver,Paid,0,Full-Price,11,0,2805.79,2805.79,0
1111,Bronze,Referral,0,Full-Price,1,0,216.68,216.68,0
1112,Bronze,Organic,0,Full-Price,3,0,1788.4,1788.4,0
1113,Bronze,Referral,0,Full-Price,4,0,763,763,0
1114,Bronze,Referral,0,Full-Price,8,0,1383.63,1383.63,0
1116,Bronze,Paid,0,Full-Price,6,0,1232.29,1232.29,0
1117,Bronze,Paid,0,Full-Price,1,0,69.13,69.13,0
1118,Bronze,Referral,0,Full-Price,2,0,766.74,766.74,0
1119,Bronze,Organic,0,Full-Price,1,0,56.34,56.34,0
1120,Bronze,Paid,0,Full-Price,4,0,1476.77,1476.77,0
1152,Bronze,Organic,0,Full-Price,1,0,75.95,75.95,0
1157,Bronze,Paid,0,Full-Price,5,0,1194.81,1194.81,0
1158,Bronze,Organic,0,Full-Price,2,0,522.01,522.01,0
1155,Bronze,Organic,0,Full-Price,3,0,818.14,818.14,0
1141,Bronze,Paid,0,Full-Price,8,0,1341.81,1341.81,0
1142,Bronze,Referral,0,Full-Price,1,0,99.29,99.29,0
1143,Bronze,Referral,0,Full-Price,2,0,603.55,603.55,0
